year,state_abbr,state,stratification_category,stratification,obesity_pct,no_leisure_activity_pct,low_fruit_consumption_pct
2019,OR,Oregon,Race/Ethnicity,Non-Hispanic 2 or more races,34.9,22.0,44.9
2019,OR,Oregon,Race/Ethnicity,Non-Hispanic Asian,17.3,19.8,37.4
2019,OR,Oregon,Race/Ethnicity,Non-Hispanic Black,25.9,26.1,39.7
2019,OR,Oregon,Race/Ethnicity,Non-Hispanic White,28.4,21.9,34.7
2019,OR,Oregon,Sex,Female,29.0,24.4,33.6
2019,OR,Oregon,Sex,Male,29.0,23.5,38.2
2019,OR,Oregon,Total,Total,29.0,23.9,35.8
2019,PA,Pennsylvania,Age (years),18 - 24,23.3,14.5,46.3
2019,PA,Pennsylvania,Age (years),25 - 34,27.7,21.8,40.6
2019,PA,Pennsylvania,Age (years),35 - 44,37.4,22.5,37.2
2019,PA,Pennsylvania,Age (years),45 - 54,38.7,26.1,42.2
2019,PA,Pennsylvania,Age (years),55 - 64,37.8,29.5,36.5
2019,PA,Pennsylvania,Age (years),65 or older,31.9,32.1,31.2
2019,PA,Pennsylvania,Education,College graduate,27.2,13.5,30.9
2019,PA,Pennsylvania,Education,High school graduate,35.6,32.7,41.3
2019,PA,Pennsylvania,Education,Less than high school,35.9,37.2,42.3
2019,PA,Pennsylvania,Education,Some college or technical school,35.4,24.4,40.1
2019,PA,Pennsylvania,Income,"$15,000 - $24,999",39.2,40.4,41.6
2019,PA,Pennsylvania,Income,"$25,000 - $34,999",30.6,37.7,42.2
2019,PA,Pennsylvania,Income,"$35,000 - $49,999",37.8,26.4,41.3
2019,PA,Pennsylvania,Income,"$50,000 - $74,999",35.8,20.0,39.8
2019,PA,Pennsylvania,Income,"$75,000 or greater",29.4,15.8,33.3
2019,PA,Pennsylvania,Income,Data not reported,28.5,28.6,36.3
2019,PA,Pennsylvania,Income,"Less than $15,000",42.4,40.0,47.6
2019,PA,Pennsylvania,Race/Ethnicity,Hispanic,32.7,32.0,41.2
2019,PA,Pennsylvania,Race/Ethnicity,Non-Hispanic 2 or more races,30.9,18.7,31.6
2019,PA,Pennsylvania,Race/Ethnicity,Non-Hispanic Asian,8.8,25.2,33.3
2019,PA,Pennsylvania,Race/Ethnicity,Non-Hispanic Black,44.5,30.7,44.7
2019,PA,Pennsylvania,Race/Ethnicity,Non-Hispanic White,32.4,24.3,37.2
2019,PA,Pennsylvania,Sex,Female,33.2,26.7,36.5
2019,PA,Pennsylvania,Sex,Male,33.3,24.3,39.7
2019,PA,Pennsylvania,Total,Total,33.2,25.6,38.0
2019,RI,Rhode Island,Age (years),18 - 24,20.7,27.8,39.0
2019,RI,Rhode Island,Age (years),25 - 34,32.2,25.1,42.3
2019,RI,Rhode Island,Age (years),35 - 44,31.1,23.9,35.2
2019,RI,Rhode Island,Age (years),45 - 54,31.9,24.0,35.7
2019,RI,Rhode Island,Age (years),55 - 64,33.4,25.3,33.4
2019,RI,Rhode Island,Age (years),65 or older,29.0,30.9,32.6
2019,RI,Rhode Island,Education,College graduate,23.3,13.7,29.1
2019,RI,Rhode Island,Education,High school graduate,30.6,34.3,40.6
2019,RI,Rhode Island,Education,Less than high school,40.4,49.8,45.3
2019,RI,Rhode Island,Education,Some college or technical school,32.7,23.0,35.9
2019,RI,Rhode Island,Income,"$15,000 - $24,999",34.7,40.9,39.0
2019,RI,Rhode Island,Income,"$25,000 - $34,999",29.2,34.7,33.3
2019,RI,Rhode Island,Income,"$35,000 - $49,999",34.7,30.5,33.9
2019,RI,Rhode Island,Income,"$50,000 - $74,999",30.3,24.5,39.2
2019,RI,Rhode Island,Income,"$75,000 or greater",26.9,13.5,33.3
2019,RI,Rhode Island,Income,Data not reported,27.8,32.0,38.4
2019,RI,Rhode Island,Income,"Less than $15,000",37.3,37.1,37.6
2019,RI,Rhode Island,Race/Ethnicity,Hispanic,38.3,42.4,35.4
2019,RI,Rhode Island,Race/Ethnicity,Non-Hispanic 2 or more races,35.5,18.0,20.1
2019,RI,Rhode Island,Race/Ethnicity,Non-Hispanic Asian,4.0,22.7,41.2
2019,RI,Rhode Island,Race/Ethnicity,Non-Hispanic Black,37.3,31.6,40.2
2019,RI,Rhode Island,Race/Ethnicity,Non-Hispanic Other,39.5,26.8,50.4
2019,RI,Rhode Island,Race/Ethnicity,Non-Hispanic White,28.8,23.7,36.3
2019,RI,Rhode Island,Sex,Female,28.2,28.3,31.8
2019,RI,Rhode Island,Sex,Male,31.9,24.5,40.7
2019,RI,Rhode Island,Total,Total,30.0,26.5,36.1
2019,SC,South Carolina,Age (years),18 - 24,27.0,22.1,44.2
2019,SC,South Carolina,Age (years),25 - 34,35.5,25.4,44.6
2019,SC,South Carolina,Age (years),35 - 44,38.3,28.6,46.1
2019,SC,South Carolina,Age (years),45 - 54,39.3,32.2,48.1
2019,SC,South Carolina,Age (years),55 - 64,38.6,31.4,44.4
2019,SC,South Carolina,Age (years),65 or older,32.5,30.5,35.4
2019,SC,South Carolina,Education,College graduate,27.9,16.8,38.0
2019,SC,South Carolina,Education,High school graduate,40.4,35.5,43.6
2019,SC,South Carolina,Education,Less than high school,36.3,45.1,49.1
2019,SC,South Carolina,Education,Some college or technical school,36.3,25.5,44.6
2019,SC,South Carolina,Income,"$15,000 - $24,999",41.7,36.6,44.9
2019,SC,South Carolina,Income,"$25,000 - $34,999",42.3,40.8,43.4
2019,SC,South Carolina,Income,"$35,000 - $49,999",34.4,32.2,45.0
2019,SC,South Carolina,Income,"$50,000 - $74,999",33.8,21.2,42.1
2019,SC,South Carolina,Income,"$75,000 or greater",31.6,15.8,40.9
2019,SC,South Carolina,Income,Data not reported,30.1,31.0,46.5
2019,SC,South Carolina,Income,"Less than $15,000",43.5,48.1,40.9
2019,SC,South Carolina,Race/Ethnicity,Hispanic,30.4,34.3,44.9
2019,SC,South Carolina,Race/Ethnicity,Non-Hispanic 2 or more races,37.2,24.0,41.9
2019,SC,South Carolina,Race/Ethnicity,Non-Hispanic Black,45.6,35.0,42.0
2019,SC,South Carolina,Race/Ethnicity,Non-Hispanic White,32.2,26.2,44.0
2019,SC,South Carolina,Sex,Female,36.8,30.9,40.1
2019,SC,South Carolina,Sex,Male,33.8,26.5,46.5
2019,SC,South Carolina,Total,Total,35.4,28.8,43.2
2019,SD,South Dakota,Age (years),18 - 24,17.3,22.0,44.5
2019,SD,South Dakota,Age (years),25 - 34,32.7,20.9,45.6
2019,SD,South Dakota,Age (years),35 - 44,34.7,22.8,44.7
2019,SD,South Dakota,Age (years),45 - 54,37.5,33.6,39.4
2019,SD,South Dakota,Age (years),55 - 64,43.9,36.9,36.8
2019,SD,South Dakota,Age (years),65 or older,29.8,39.0,29.1
2019,SD,South Dakota,Education,College graduate,31.7,20.0,31.3
2019,SD,South Dakota,Education,High school graduate,34.3,35.5,42.5
2019,SD,South Dakota,Education,Less than high school,35.3,45.0,40.6
2019,SD,South Dakota,Education,Some college or technical school,32.1,29.1,41.8
2019,SD,South Dakota,Income,"$15,000 - $24,999",38.8,34.4,36.4
2019,SD,South Dakota,Income,"$25,000 - $34,999",35.2,39.6,41.9
2019,SD,South Dakota,Income,"$35,000 - $49,999",35.9,34.4,41.2
2019,SD,South Dakota,Income,"$50,000 - $74,999",32.5,26.2,39.5
2019,SD,South Dakota,Income,"$75,000 or greater",31.0,22.3,38.5
2019,SD,South Dakota,Income,Data not reported,29.8,33.3,38.9
2019,SD,South Dakota,Income,"Less than $15,000",32.4,37.1,39.7
2019,SD,South Dakota,Race/Ethnicity,Hispanic,46.9,32.0,30.5
2019,SD,South Dakota,Race/Ethnicity,NH American Indian/Alaska Native,45.3,30.7,52.8
2019,SD,South Dakota,Race/Ethnicity,Non-Hispanic 2 or more races,43.6,26.4,39.4
2019,SD,South Dakota,Race/Ethnicity,Non-Hispanic White,31.0,29.7,38.3
2019,SD,South Dakota,Sex,Female,32.3,30.7,33.5
2019,SD,South Dakota,Sex,Male,33.6,29.4,44.7
2019,SD,South Dakota,Total,Total,33.0,30.0,39.2
2019,TN,Tennessee,Age (years),18 - 24,21.2,23.2,44.7
2019,TN,Tennessee,Age (years),25 - 34,38.7,21.1,46.4
2019,TN,Tennessee,Age (years),35 - 44,39.8,24.8,41.0
2019,TN,Tennessee,Age (years),45 - 54,42.5,32.8,45.9
2019,TN,Tennessee,Age (years),55 - 64,41.6,36.5,44.3
2019,TN,Tennessee,Age (years),65 or older,32.7,37.3,37.5
2019,TN,Tennessee,Education,College graduate,30.0,17.1,38.6
2019,TN,Tennessee,Education,High school graduate,40.6,34.3,46.4
2019,TN,Tennessee,Education,Less than high school,33.8,50.6,44.5
2019,TN,Tennessee,Education,Some college or technical school,38.6,27.5,42.4
2019,TN,Tennessee,Income,"$15,000 - $24,999",39.0,41.8,45.1
2019,TN,Tennessee,Income,"$25,000 - $34,999",35.1,32.4,42.9
2019,TN,Tennessee,Income,"$35,000 - $49,999",43.6,25.8,43.2
2019,TN,Tennessee,Income,"$50,000 - $74,999",40.4,28.7,49.0
2019,TN,Tennessee,Income,"$75,000 or greater",33.3,16.1,39.5
2019,TN,Tennessee,Income,Data not reported,31.0,34.5,40.1
2019,TN,Tennessee,Income,"Less than $15,000",36.5,47.8,45.6
2019,TN,Tennessee,Race/Ethnicity,Hispanic,36.6,17.6,40.2
2019,TN,Tennessee,Race/Ethnicity,NH American Indian/Alaska Native,22.5,31.5,42.4
2019,TN,Tennessee,Race/Ethnicity,Non-Hispanic 2 or more races,33.0,22.7,54.4
2019,TN,Tennessee,Race/Ethnicity,Non-Hispanic Black,47.5,35.0,39.2
2019,TN,Tennessee,Race/Ethnicity,Non-Hispanic White,34.7,29.7,43.8
2019,TN,Tennessee,Sex,Female,36.0,33.2,39.9
2019,TN,Tennessee,Sex,Male,37.1,26.7,46.2
2019,TN,Tennessee,Total,Total,36.5,30.1,43.0
2019,TX,Texas,Age (years),18 - 24,19.9,20.2,41.9
2019,TX,Texas,Age (years),25 - 34,36.0,24.1,41.6
2019,TX,Texas,Age (years),35 - 44,37.9,22.9,42.1
2019,TX,Texas,Age (years),45 - 54,40.8,28.8,40.8
2019,TX,Texas,Age (years),55 - 64,36.6,32.6,44.0
2019,TX,Texas,Age (years),65 or older,29.8,33.8,37.9
2019,TX,Texas,Education,College graduate,27.4,15.7,36.8
2019,TX,Texas,Education,High school graduate,37.6,30.8,46.3
2019,TX,Texas,Education,Less than high school,39.3,46.7,35.7
2019,TX,Texas,Education,Some college or technical school,34.1,23.3,43.7
2019,TX,Texas,Income,"$15,000 - $24,999",41.9,36.6,39.1
2019,TX,Texas,Income,"$25,000 - $34,999",28.7,35.0,40.6
2019,TX,Texas,Income,"$35,000 - $49,999",34.7,25.0,40.2
2019,TX,Texas,Income,"$50,000 - $74,999",36.7,21.1,43.3
2019,TX,Texas,Income,"$75,000 or greater",31.8,14.8,42.2
2019,TX,Texas,Income,Data not reported,27.5,34.2,41.2
2019,TX,Texas,Income,"Less than $15,000",39.8,42.9,40.7
2019,TX,Texas,Race/Ethnicity,Hispanic,40.2,33.1,38.6
2019,TX,Texas,Race/Ethnicity,NH American Indian/Alaska Native,22.8,18.7,23.5
2019,TX,Texas,Race/Ethnicity,Non-Hispanic 2 or more races,42.9,22.2,38.9
2019,TX,Texas,Race/Ethnicity,Non-Hispanic Asian,11.7,19.0,34.3
2019,TX,Texas,Race/Ethnicity,Non-Hispanic Black,36.7,29.7,48.6
2019,TX,Texas,Race/Ethnicity,Non-Hispanic Other,19.1,23.9,42.4
2019,TX,Texas,Race/Ethnicity,Non-Hispanic White,30.9,22.7,43.0
2019,TX,Texas,Sex,Female,34.9,29.4,38.7
2019,TX,Texas,Sex,Male,33.1,25.0,43.9
2019,TX,Texas,Total,Total,34.0,27.2,41.3
2019,UT,Utah,Age (years),18 - 24,16.3,13.9,42.6
2019,UT,Utah,Age (years),25 - 34,27.4,17.5,39.6
2019,UT,Utah,Age (years),35 - 44,33.0,16.3,35.6
2019,UT,Utah,Age (years),45 - 54,35.1,17.9,36.8
2019,UT,Utah,Age (years),55 - 64,34.7,22.2,37.0
2019,UT,Utah,Age (years),65 or older,30.1,24.3,27.8
2019,UT,Utah,Education,College graduate,26.5,10.3,29.3
2019,UT,Utah,Education,High school graduate,30.3,23.7,44.2
2019,UT,Utah,Education,Less than high school,29.6,35.9,41.4
2019,UT,Utah,Education,Some college or technical school,30.7,17.3,36.5
2019,UT,Utah,Income,"$15,000 - $24,999",32.8,26.9,38.8
2019,UT,Utah,Income,"$25,000 - $34,999",32.2,27.9,38.6
2019,UT,Utah,Income,"$35,000 - $49,999",32.4,19.7,38.8
2019,UT,Utah,Income,"$50,000 - $74,999",30.8,16.1,38.8
2019,UT,Utah,Income,"$75,000 or greater",27.8,11.7,33.5
2019,UT,Utah,Income,Data not reported,25.5,25.5,36.2
2019,UT,Utah,Income,"Less than $15,000",29.3,26.9,46.4
2019,UT,Utah,Race/Ethnicity,Hispanic,33.3,29.2,35.6
2019,UT,Utah,Race/Ethnicity,NH American Indian/Alaska Native,37.6,22.6,43.6
2019,UT,Utah,Race/Ethnicity,Non-Hispanic 2 or more races,23.4,15.3,32.8
2019,UT,Utah,Race/Ethnicity,Non-Hispanic Asian,13.3,16.8,31.0
2019,UT,Utah,Race/Ethnicity,Non-Hispanic Black,36.6,23.1,42.3
2019,UT,Utah,Race/Ethnicity,Non-Hispanic White,28.8,16.7,36.7
2019,UT,Utah,Sex,Female,28.9,19.4,32.2
2019,UT,Utah,Sex,Male,29.5,17.6,41.1
2019,UT,Utah,Total,Total,29.2,18.5,36.6
2019,VA,Virginia,Age (years),18 - 24,20.2,16.0,43.8
2019,VA,Virginia,Age (years),25 - 34,29.4,22.2,37.3
2019,VA,Virginia,Age (years),35 - 44,34.1,23.3,37.4
2019,VA,Virginia,Age (years),45 - 54,38.8,27.3,41.0
2019,VA,Virginia,Age (years),55 - 64,36.8,27.3,39.4
2019,VA,Virginia,Age (years),65 or older,29.7,31.8,33.4
2019,VA,Virginia,Education,College graduate,26.1,15.0,33.5
2019,VA,Virginia,Education,High school graduate,33.7,32.4,45.2
2019,VA,Virginia,Education,Less than high school,43.4,45.2,40.3
2019,VA,Virginia,Education,Some college or technical school,33.7,24.4,37.6
2019,VA,Virginia,Income,"$15,000 - $24,999",37.9,41.9,45.1
2019,VA,Virginia,Income,"$25,000 - $34,999",36.3,37.0,40.0
2019,VA,Virginia,Income,"$35,000 - $49,999",35.2,26.0,43.9
2019,VA,Virginia,Income,"$50,000 - $74,999",31.9,20.9,39.4
2019,VA,Virginia,Income,"$75,000 or greater",28.2,15.0,33.4
2019,VA,Virginia,Income,Data not reported,29.3,28.8,36.8
2019,VA,Virginia,Income,"Less than $15,000",39.6,41.9,45.3
2019,VA,Virginia,Race/Ethnicity,Hispanic,33.1,33.3,36.4
2019,VA,Virginia,Race/Ethnicity,NH American Indian/Alaska Native,28.1,26.4,16.6
2019,VA,Virginia,Race/Ethnicity,Non-Hispanic 2 or more races,33.7,21.3,39.4
2019,VA,Virginia,Race/Ethnicity,Non-Hispanic Asian,9.6,23.0,34.6
2019,VA,Virginia,Race/Ethnicity,Non-Hispanic Black,44.5,31.5,41.1
2019,VA,Virginia,Race/Ethnicity,Non-Hispanic White,30.4,22.9,38.2
2019,VA,Virginia,Sex,Female,34.2,27.0,34.9
2019,VA,Virginia,Sex,Male,29.6,23.5,41.8
2019,VA,Virginia,Total,Total,31.9,25.3,38.3
2019,VT,Vermont,Age (years),18 - 24,15.0,11.5,40.3
2019,VT,Vermont,Age (years),25 - 34,23.4,17.1,35.5
2019,VT,Vermont,Age (years),35 - 44,34.2,18.2,30.0
2019,VT,Vermont,Age (years),45 - 54,30.6,18.3,34.5
2019,VT,Vermont,Age (years),55 - 64,30.3,23.3,33.4
2019,VT,Vermont,Age (years),65 or older,25.2,25.5,24.3
2019,VT,Vermont,Education,College graduate,19.5,9.5,23.4
2019,VT,Vermont,Education,High school graduate,30.1,28.9,39.7
2019,VT,Vermont,Education,Less than high school,37.7,39.2,36.2
2019,VT,Vermont,Education,Some college or technical school,28.4,18.0,34.1
2019,VT,Vermont,Income,"$15,000 - $24,999",26.2,27.5,35.2
2019,VT,Vermont,Income,"$25,000 - $34,999",28.1,30.3,40.5
2019,VT,Vermont,Income,"$35,000 - $49,999",25.1,24.8,29.7
2019,VT,Vermont,Income,"$50,000 - $74,999",29.4,17.6,29.0
2019,VT,Vermont,Income,"$75,000 or greater",24.4,10.6,28.1
2019,VT,Vermont,Income,Data not reported,24.6,21.7,35.0
2019,VT,Vermont,Income,"Less than $15,000",38.7,32.8,40.0
2019,VT,Vermont,Race/Ethnicity,Hispanic,7.1,12.4,22.6
2019,VT,Vermont,Race/Ethnicity,Non-Hispanic 2 or more races,26.7,20.2,39.1
2019,VT,Vermont,Race/Ethnicity,Non-Hispanic Other,33.3,24.1,43.5
2019,VT,Vermont,Race/Ethnicity,Non-Hispanic White,27.1,19.8,32.2
2019,VT,Vermont,Sex,Female,25.7,19.6,27.9
2019,VT,Vermont,Sex,Male,27.6,20.4,36.4
2019,VT,Vermont,Total,Total,26.6,20.0,32.0
2019,WA,Washington,Age (years),18 - 24,15.4,16.7,40.5
2019,WA,Washington,Age (years),25 - 34,25.2,18.8,40.0
2019,WA,Washington,Age (years),35 - 44,31.4,17.8,36.9
2019,WA,Washington,Age (years),45 - 54,33.7,19.3,38.2
2019,WA,Washington,Age (years),55 - 64,33.1,18.1,33.8
2019,WA,Washington,Age (years),65 or older,27.9,22.7,30.6
2019,WA,Washington,Education,College graduate,22.7,10.7,31.2
2019,WA,Washington,Education,High school graduate,31.8,24.8,41.9
2019,WA,Washington,Education,Less than high school,35.5,37.6,40.5
2019,WA,Washington,Education,Some college or technical school,29.6,18.7,36.3
2019,WA,Washington,Income,"$15,000 - $24,999",31.0,34.4,42.0
2019,WA,Washington,Income,"$25,000 - $34,999",30.0,22.1,37.1
2019,WA,Washington,Income,"$35,000 - $49,999",32.8,19.3,38.9
2019,WA,Washington,Income,"$50,000 - $74,999",29.3,17.0,37.9
2019,WA,Washington,Income,"$75,000 or greater",25.7,11.2,32.1
2019,WA,Washington,Income,Data not reported,25.5,25.2,35.1
2019,WA,Washington,Income,"Less than $15,000",35.3,29.7,46.4
2019,WA,Washington,Race/Ethnicity,Hispanic,35.8,31.8,35.6
2019,WA,Washington,Race/Ethnicity,NH American Indian/Alaska Native,42.5,24.9,43.8
2019,WA,Washington,Race/Ethnicity,Non-Hispanic 2 or more races,28.2,17.9,42.4
2019,WA,Washington,Race/Ethnicity,Non-Hispanic Asian,11.7,19.2,33.6
2019,WA,Washington,Race/Ethnicity,Non-Hispanic Black,30.8,24.6,41.2
2019,WA,Washington,Race/Ethnicity,Non-Hispanic Other,19.9,23.0,37.8
2019,WA,Washington,Race/Ethnicity,Non-Hispanic White,29.1,17.0,35.9
2019,WA,Washington,Sex,Female,28.0,19.7,32.7
2019,WA,Washington,Sex,Male,28.7,18.6,39.7
2019,WA,Washington,Total,Total,28.3,19.2,36.2
2019,WI,Wisconsin,Age (years),18 - 24,20.5,20.8,40.7
2019,WI,Wisconsin,Age (years),25 - 34,31.7,18.3,43.3
2019,WI,Wisconsin,Age (years),35 - 44,38.7,17.8,43.5
2019,WI,Wisconsin,Age (years),45 - 54,39.3,24.1,43.8
2019,WI,Wisconsin,Age (years),55 - 64,39.0,26.8,38.4
2019,WI,Wisconsin,Age (years),65 or older,33.3,28.2,28.7
2019,WI,Wisconsin,Education,College graduate,25.9,11.6,30.9
2019,WI,Wisconsin,Education,High school graduate,38.7,29.7,42.1
2019,WI,Wisconsin,Education,Less than high school,36.5,40.6,47.2
2019,WI,Wisconsin,Education,Some college or technical school,36.2,22.2,40.4
2019,WI,Wisconsin,Income,"$15,000 - $24,999",38.9,39.9,41.4
2019,WI,Wisconsin,Income,"$25,000 - $34,999",32.7,25.6,41.5
2019,WI,Wisconsin,Income,"$35,000 - $49,999",36.5,24.3,40.0
2019,WI,Wisconsin,Income,"$50,000 - $74,999",35.8,20.5,42.5
2019,WI,Wisconsin,Income,"$75,000 or greater",30.1,15.2,34.5
2019,WI,Wisconsin,Income,Data not reported,32.6,26.7,37.8
2019,WI,Wisconsin,Income,"Less than $15,000",44.7,32.8,45.9
2019,WI,Wisconsin,Race/Ethnicity,Hispanic,40.8,32.5,43.0
2019,WI,Wisconsin,Race/Ethnicity,NH American Indian/Alaska Native,49.5,22.8,60.1
2019,WI,Wisconsin,Race/Ethnicity,Non-Hispanic 2 or more races,30.6,17.9,32.2
2019,WI,Wisconsin,Race/Ethnicity,Non-Hispanic Black,52.9,31.3,58.2
2019,WI,Wisconsin,Race/Ethnicity,Non-Hispanic White,32.9,22.6,37.5
2019,WI,Wisconsin,Sex,Female,35.5,25.6,34.0
2019,WI,Wisconsin,Sex,Male,33.0,20.7,44.0
2019,WI,Wisconsin,Total,Total,34.2,23.2,38.9
2019,WV,West Virginia,Age (years),18 - 24,24.9,18.5,48.9
2019,WV,West Virginia,Age (years),25 - 34,38.5,21.3,45.2
2019,WV,West Virginia,Age (years),35 - 44,42.6,27.4,49.7
2019,WV,West Virginia,Age (years),45 - 54,50.2,32.5,49.1
2019,WV,West Virginia,Age (years),55 - 64,43.7,37.5,46.9
2019,WV,West Virginia,Age (years),65 or older,36.4,39.1,41.8
2019,WV,West Virginia,Education,College graduate,36.7,18.6,35.4
2019,WV,West Virginia,Education,High school graduate,40.6,36.5,49.8
2019,WV,West Virginia,Education,Less than high school,38.0,44.1,50.9
2019,WV,West Virginia,Education,Some college or technical school,41.4,25.8,47.0
2019,WV,West Virginia,Income,"$15,000 - $24,999",43.9,40.5,51.5
2019,WV,West Virginia,Income,"$25,000 - $34,999",38.1,37.0,47.0
2019,WV,West Virginia,Income,"$35,000 - $49,999",37.6,27.1,39.8
2019,WV,West Virginia,Income,"$50,000 - $74,999",40.6,24.2,41.9
2019,WV,West Virginia,Income,"$75,000 or greater",39.6,18.6,44.5
2019,WV,West Virginia,Income,Data not reported,32.8,35.6,48.3
2019,WV,West Virginia,Income,"Less than $15,000",45.5,42.2,52.3
2019,WV,West Virginia,Race/Ethnicity,Non-Hispanic 2 or more races,48.4,23.8,48.8
2019,WV,West Virginia,Race/Ethnicity,Non-Hispanic Black,56.1,25.7,54.1
2019,WV,West Virginia,Race/Ethnicity,Non-Hispanic White,38.9,31.3,46.4
2019,WV,West Virginia,Sex,Female,39.8,33.7,43.1
2019,WV,West Virginia,Sex,Male,39.7,28.4,49.8
2019,WV,West Virginia,Total,Total,39.7,31.2,46.3
2019,WY,Wyoming,Age (years),18 - 24,20.6,23.6,49.7
2019,WY,Wyoming,Age (years),25 - 34,25.6,15.7,44.3
2019,WY,Wyoming,Age (years),35 - 44,32.3,21.4,43.8
2019,WY,Wyoming,Age (years),45 - 54,37.2,29.5,46.2
2019,WY,Wyoming,Age (years),55 - 64,32.5,26.4,43.1
2019,WY,Wyoming,Age (years),65 or older,28.7,29.7,31.8
2019,WY,Wyoming,Education,College graduate,23.1,13.5,31.0
2019,WY,Wyoming,Education,High school graduate,29.3,30.1,49.9
2019,WY,Wyoming,Education,Less than high school,34.4,36.5,49.9
2019,WY,Wyoming,Education,Some college or technical school,33.4,24.8,41.9
2019,WY,Wyoming,Income,"$15,000 - $24,999",33.9,35.4,45.8
2019,WY,Wyoming,Income,"$25,000 - $34,999",32.6,25.2,38.0
2019,WY,Wyoming,Income,"$35,000 - $49,999",27.3,26.3,43.3
2019,WY,Wyoming,Income,"$50,000 - $74,999",29.9,19.5,39.2
2019,WY,Wyoming,Income,"$75,000 or greater",30.2,18.2,41.1
2019,WY,Wyoming,Income,Data not reported,23.9,29.6,42.5
2019,WY,Wyoming,Income,"Less than $15,000",33.0,35.8,53.2
2019,WY,Wyoming,Race/Ethnicity,Hispanic,27.2,28.9,43.9
2019,WY,Wyoming,Race/Ethnicity,Non-Hispanic 2 or more races,30.3,19.8,37.4
2019,WY,Wyoming,Race/Ethnicity,Non-Hispanic White,29.8,24.3,42.0
2019,WY,Wyoming,Sex,Female,28.5,23.7,37.9
2019,WY,Wyoming,Sex,Male,30.7,25.6,46.3
2019,WY,Wyoming,Total,Total,29.7,24.6,42.2
2021,AK,Alaska,Age (years),18 - 24,26.1,25.0,44.1
2021,AK,Alaska,Age (years),25 - 34,32.2,13.1,46.3
2021,AK,Alaska,Age (years),35 - 44,33.3,13.5,42.9
2021,AK,Alaska,Age (years),45 - 54,42.9,21.5,43.7
2021,AK,Alaska,Age (years),55 - 64,34.4,20.1,39.8
2021,AK,Alaska,Age (years),65 or older,31.8,30.9,37.8
2021,AK,Alaska,Education,College graduate,28.5,10.8,33.1
2021,AK,Alaska,Education,High school graduate,35.5,26.3,47.7
2021,AK,Alaska,Education,Less than high school,26.4,32.3,49.3
2021,AK,Alaska,Education,Some college or technical school,37.1,19.4,43.8
2021,AK,Alaska,Income,"$15,000 - $24,999",33.9,31.8,50.1
2021,AK,Alaska,Income,"$25,000 - $34,999",33.0,17.7,44.6
2021,AK,Alaska,Income,"$35,000 - $49,999",36.7,28.3,45.5
2021,AK,Alaska,Income,"$50,000 - $74,999",36.2,17.9,36.9
2021,AK,Alaska,Income,"$75,000 or greater",32.3,12.4,41.8
2021,AK,Alaska,Income,Data not reported,32.7,19.5,40.9
2021,AK,Alaska,Income,"Less than $15,000",28.8,30.5,52.2
2021,AK,Alaska,Race/Ethnicity,Hispanic,39.1,24.3,42.4
2021,AK,Alaska,Race/Ethnicity,NH American Indian/Alaska Native,39.1,23.8,51.1
2021,AK,Alaska,Race/Ethnicity,Non-Hispanic 2 or more races,44.4,18.9,47.5
2021,AK,Alaska,Race/Ethnicity,Non-Hispanic Asian,20.7,29.5,53.4
2021,AK,Alaska,Race/Ethnicity,Non-Hispanic Black,37.0,11.2,35.4
2021,AK,Alaska,Race/Ethnicity,Non-Hispanic Other,31.2,29.6,21.9
2021,AK,Alaska,Race/Ethnicity,Non-Hispanic White,31.4,18.2,40.2
2021,AK,Alaska,Sex,Female,34.9,22.3,40.4
2021,AK,Alaska,Sex,Male,32.3,18.5,44.3
2021,AK,Alaska,Total,Total,33.5,20.3,42.4
2021,AL,Alabama,Age (years),18 - 24,25.4,19.3,44.8
2021,AL,Alabama,Age (years),25 - 34,46.6,23.3,49.4
2021,AL,Alabama,Age (years),35 - 44,45.8,22.4,44.5
2021,AL,Alabama,Age (years),45 - 54,46.4,35.6,49.2
2021,AL,Alabama,Age (years),55 - 64,44.4,39.1,48.4
2021,AL,Alabama,Age (years),65 or older,30.9,41.3,41.1
2021,AL,Alabama,Education,College graduate,34.3,19.8,40.5
2021,AL,Alabama,Education,High school graduate,41.1,37.4,49.3
2021,AL,Alabama,Education,Less than high school,40.5,46.9,44.4
2021,AL,Alabama,Education,Some college or technical school,42.6,27.9,47.6
2021,AL,Alabama,Income,"$15,000 - $24,999",40.8,46.4,48.0
2021,AL,Alabama,Income,"$25,000 - $34,999",46.2,33.0,42.4
2021,AL,Alabama,Income,"$35,000 - $49,999",46.4,32.9,49.1
2021,AL,Alabama,Income,"$50,000 - $74,999",42.8,20.8,47.7
2021,AL,Alabama,Income,"$75,000 or greater",40.3,24.8,49.7
2021,AL,Alabama,Income,Data not reported,34.1,30.3,43.3
2021,AL,Alabama,Income,"Less than $15,000",40.8,45.2,47.2
2021,AL,Alabama,Race/Ethnicity,Hispanic,38.8,22.8,42.6
2021,AL,Alabama,Race/Ethnicity,Non-Hispanic 2 or more races,45.8,25.4,45.6
2021,AL,Alabama,Race/Ethnicity,Non-Hispanic Black,49.7,35.0,37.5
